Partner Number, Passed Inspection, Note, Name, Link, Text, Image Name, Image Height, Image Length, Image Description
201,TRUE,,Daughters of the Utah Pioneers%comma% Springville (UT),http://www.springvillepioneermuseum.org/,%newline%<p>In 1920%comma% women in the Springville Utah area realized the importance of preserving our community's heritage. They began gathering artifacts%comma% histories%comma% photographs and documents of the area. Those interested in learning about the heritage of the area are invited to visit us at the old Carnegie Library on Main Street in Springville%comma% where you can do personal research%comma% and enjoy hands on activities and games with the family. The Museum is run by volunteers.</p>%newline%,partner201.jpg,250,337,
202,FALSE,202.php has been marked for review (Null partner) (Null image description) (0 Collections),#NAME?,http://arts.utah.gov/,%newline%<p>The Utah Division of Arts and Museums is a division of the Department of Heritage and Arts (DHA)%comma% whose mission is to enhance the quality of life for the people of Utah by creating%comma% preserving and promoting community and cultural infrastructure. While we appreciate the individuality and culture of Utah's communities%comma% we also celebrate as one community this state's great and diverse heritage%comma% both past and present.</p>,partner202.png,185,185,
203,TRUE,,Orem (UT) Heritage Museum,http://www.scera.org/contents/view/17/museum.html,%newline%<p>A visit to the Orem Heritage Museum is great for school and church groups%comma% clubs and organizations%comma% and families and individuals. The museum is an impressive 30%comma%000-piece collection that tells the unique history of the city of Orem.</p>,partner203.jpg,370,310,
205,TRUE,,University of Utah,http://www.utah.edu/,%newline%<p>The University of Utah%comma% located in Salt Lake City in the foothills of the Wasatch Mountains%comma% is the flagship institution of higher learning in Utah. Founded in 1850%comma% it serves over 31%comma%000 students from across the U.S. and the world. With over 72 major subjects at the undergraduate level and more than 90 major fields of study at the graduate level%comma% including law and medicine%comma% the university prepares students to live and compete in the global workplace. Known for its proximity to seven world-class ski resorts within 40 minutes of campus%comma% the U encourages an active%comma% holistic lifestyle%comma% innovation and collaborative thinking to engage students%comma% faculty and business leaders.</p>,partner205.jpg,243,357,
206,TRUE,,Bryner Pioneer Museum (Price%comma% UT),http://www.brynermuseum.com/,%newline%<p>Albert Bryner was the second of three sons of Ulrich and Maria Mathis Bryner. Ulrich gave Albert and his wife Mariah Pace%comma% a plot of land on the corner of 1st South and 1st East on which to build a home. It was completed between 1890 and 1892%comma% whereupon Albert was called on a mission to Germany for the LDS Church. The first floor of the house will be decorated in the 1890's period%comma% and the second floor will be decorated in the 1920's to 1950's era to reflect the history of the people who lived here.</p>%newline%,partner206.jpg,238,353,
207,TRUE,,Frontier Homestead State Park (Cedar City%comma% UT),http://stateparks.utah.gov/parks/frontier-homestead,%newline%<p>The Frontier Homestead State Park Museum tells the story of development in Iron County when in the 1850s%comma% Brigham Young sent Mormon missionaries to mine and process ore. Museum displays include horse-drawn vehicles and farm equipment%comma% pioneer artifacts%comma% historic cabins%comma% and a replicated pioneer household.</p>%newline%,partner207.jpg,284,288,
208,FALSE,208.php has been marked for review (Null partner) (0 Collections),#NAME?,http://digitalnewspapers.org/newspaper/?paper=Provo+Daily+Enquirer,"%newline%<p>As reported in the Manti Times-Reporter on August 27%comma% 1892%comma% ""The Provo Enquirer claims to be the oldest paper in Utah outside of Salt Lake. Judging from the impression of much of the type%comma% no one could doubt the assertion!""</p>%newline%",partner208.jpg,198,332,
213,TRUE,,Brigham Young University,http://home.byu.edu/home/,%newline%<p>Brigham Young University is a privately owned institution of higher learning. Owned and operated by the Church of Jesus Christ of Latter-day Saints%comma% and located in Provo%comma% Utah%comma% BYU has an enrollment of over 32%comma%000 full-time students BYU offers courses in 10 colleges%comma% in Continuing Education and Graduate Studies and in three general undergraduate areas of study. Bachelor's degrees are offered in 187 academic programs%comma% master's degrees in 64%comma% and doctorates in 26.</p>%newline%<p>&nbsp;</p>,partner213.jpg,213,314,
215,TRUE,,Tooele (UT) City Library,http://www.tooelecity.org/tcl/library.html,%newline%<p>A chronological collection of Tooele (UT) area history between 1849 – 1890. Compiled by local historian George William Tripp.</p>%newline%,partner215.jpg,396,283,
216,FALSE,216.php has been marked for review (Null partner) (Null image) (Null image description) (Article Text Too Short) (0 Collections),#NAME?,http://www.business.utah.edu/,,,,,
217,TRUE,,Daughters of the Utah Pioneers%comma% Cedar City (UT),http://www.dupinternational.org/,%newline%<p>The Daughters of Utah Pioneers is organized for historical%comma% educational%comma% and public purposes related to honoring the names and achievements of the men%comma% women%comma% and children who founded Utah. Their services range from preservation of historic landmarks to maintaining museums. They educate thousands of school children and adults about their pioneer forebears. </p>%newline%,partner217.jpg,247,330,
218,TRUE,,Utah State University - USU Press,http://www.usu.edu/usupress/,%newline%<p>Utah State University Press is a refereed scholarly publisher and division of Utah State University Libraries. Established in 1972%comma% the Press's mandate is to acquire and publish books of superior quality that win the esteem of readers and that appropriately represent our university to the community of scholars. Vital also to our mission is publication for a broader community%comma% including students%comma% who use our books in their studies%comma% and general readers%comma% who find in them enjoyment as well as enlightenment. </p>,partner218.jpg,169,100,
221,FALSE,221.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p>The Arizona Memory Project provides access to the wealth of primary sources in Arizona libraries%comma% archives%comma% museums and other cultural institutions. Visitors will find some of the best examples of government documents%comma% photographs%comma% maps%comma% and objects that chronicle Arizona's past and present.</p>%newline%,partner221.jpg,116,100,
223,FALSE,223.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Alpine Public Library was founded in 1985. Our new building opened for business in January 2009 and is approximately 3000 square feet. We serve the Arizona communities of Alpine%comma% Nutrioso%comma% and Blue%comma% and the New Mexico communities of Luna and Reserve. We have approximately 5800 print items and 900 media items.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner223.jpg,124,100,
224,FALSE,224.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Archives of the Roman Catholic Diocese of Tucson provides information about the history of Arizona and the Southwest%comma% with an emphasis on the Catholic presence and influence on the area.</p>%newline%<p>Our collection includes:</p>%newline%<p>The Diocese of Tucson was first established in 1868 as the Vicariate Apostolic of Arizona%comma% a designation made for missionary regions that are expected to generate enough Catholics to establish a diocese with a resident Bishop. The formal Diocese of Tucson was establish in 1897%comma% and Peter Bourgade became the first Bishop (although he was the Vicar Apostolic for some years before). In 1969%comma% the Diocese of Phoenix broke off from the Diocese of Tucson%comma% taking much of central and northern Arizona under its administration. The Diocese of Tucson now covers 42%comma%707 square miles over nine counties and has 76 parishes. Geographically%comma% it is the fifth largest diocese in the United States.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner224.jpg,100,100,
225,FALSE,225.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Capitol Museum features exhibits that connect people to the Arizona Government%comma% past and present. Located in the 1901 building that served as both the Territorial and State Capitol%comma% the Museum offers guided and self-guided daily tours and a museum store to serve the public. The Arizona Capitol Museum is part of the Arizona State Library%comma% Archives and Public Records%comma% a Division of the Secretary of State.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner225.jpg,150,100,
226,FALSE,226.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Geological Survey (AZGS)'s chief objective is to inform%comma% advise%comma% and educate the public about Arizona's geologic setting%comma% and to encourage prudent development of Arizona's land%comma% water%comma% mineral%comma% and energy resources.</p>%newline%<p>The AZGS accomplishes its mission through fundamental geologic research -- geologic mapping%comma% mineral assessment%comma% and geohazard evaluation -- and by broadly disseminating the results of that work. History. The Arizona Geological Survey is the latest in a line of academic departments and state agencies serving the people of the Arizona Territory and now the State of Arizona. In 1883%comma% then Territorial of Arizona Governor Tritle%comma% requested federal assistance in establishing a geologic survey for the Territory. The U.S. Congress responded in 1888 by creating the post of Territorial Geologist of Arizona. The unpaid position went first to John F. Blandy%comma% who served until the mid-1890s. When Arizona gained statehood in 1912%comma% the position of Territorial Geologist was abolished.</p>%newline%<p>The Arizona Geological Survey (AZGS) was established as an independent state agency on July 1%comma% 1988. In 1991%comma% the Survey became the institutional home of Arizona's Oil and Gas Conservation Committee%comma% a five-member commission charged with supporting and monitoring oil and gas exploration in the state. With the support of the U.S. Geological Survey%comma% AZGS opened the Tucson Earth Science Information Center in August 1992. AZGS moved to its present location%comma% 416 W. Congress St.%comma% Tucson%comma% in July. </p>%newline%<p>AZGS collaborates with a host of geosciences agencies and societies in joint support of our collective mission to illuminate the role of the Earth sciences in meeting the needs of human society. Network friends include: U.S. Geological Survey%comma% Association of American State Geologists%comma% Arizona Geological Society%comma% Arizona State Park%comma% Arizona Department of Water Resources%comma% Arizona Department of Mines and Mineral Resources%comma% COPUS%comma% OneGeology%comma% and Year of Science 2009%comma% among others. </p>%newline%<p>The organization's partnership with the U.S. Geological Survey provides partial funding for participation in the nationwide State Maps program. AZGScollaborates with the Arizona Geological Society on developing and disseminating publications of both local and international significance. The AZGS Library%comma% open Monday through Friday from 8:00 a.m. till 5:00 p.m.%comma% is located at 401 W. Congress St.%comma% Tucson%comma% Arizona. Library holdings total more than 15%comma%000 volumes. The collection of Arizona publications%comma% reports%comma% and geologic maps is particularly rich and makes up the foundation of the library. AZGS Library holds all reports%comma% circulars%comma% bulletins%comma% and geologic maps and cross-sections published by the Arizona Geological Survey and its predecessor agencies. </p>%newline%<p>The organization also hosts a myriad collection of geologic guidebooks%comma% fieldtrips%comma% reports%comma% and circulars for California -- this is our most robust out-of-state collection -- Colorado%comma% Nevada%comma% New Mexico%comma% and to a much lesser extent%comma% Oklahoma. Our other chief holdings include: </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner226.jpg,100,100,
227,FALSE,227.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Health Sciences Library (AHSL) of the University of Arizona is the largest and most comprehensive health sciences library in Arizona%comma% serving primarily the colleges of Medicine%comma% Nursing%comma% Pharmacy%comma% and Public Health%comma% the Arizona Health Sciences Center including University Medical Center%comma% as well as University of Arizona students%comma% faculty%comma% and staff who need health-related information resources or services. The collections consist largely of electronic journals%comma% texts%comma% and databases and focus on the professional-level clinical and biomedical research literature. Licensing agreements restrict AHSL's ability to provide electronic access to many of these resources to users outside the university community. Members of the public are welcome to visit the library and access our collections and resources on-site.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner227.jpg,51,100,
228,FALSE,228.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Arizona Heritage Research Foundation (AHRF)%comma% a Payson-based historic research group incorporated in 2005%comma% has expanded its work to include the preservation of historic buildings. Our Mission is to promote%comma% educate%comma% and preserve the history%comma% culture%comma% and genealogy of the people of Arizona%comma% especially in the area of Payson%comma% Arizona and surrounding communities.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner228.jpg,100,100,
229,FALSE,229.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Historical Foundation is a nonprofit 501 (c) (3) organization housed within The Hayden Library at Arizona State University. As a heritage institution our mission is to selectively collect%comma% preserve and make available historically relevant material to current and future generations of researchers. AHF is dedicated to the collection%comma% preservation%comma% and dissemination of the history of Arizona and the Greater Southwest.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner229.jpg,100,76,
230,FALSE,230.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,"%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Historical Society was founded by the territorial legislature on November 7%comma% 1864. The Society is Arizona's oldest cultural institution%comma% fulfilling its mission ""to collect%comma% preserve%comma% interpret%comma% and disseminate the history of Arizona%comma% the West%comma% and Northern Mexico as it pertains to Arizona.""</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%",partner230.jpg,37,130,
231,FALSE,231.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Jewish Historical Society is dedicated to preserving the rich heritage of Arizona's Jewish communities and educating the public about the Jewish contributions to Arizona and American life. To achieve these goals%comma% we maintain a community archive with over 30%comma%000 photographs%comma% documents%comma% and other memorabilia. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner231.jpg,121,100,
232,FALSE,232.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,"%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona Military Museum is an official activity of the Arizona National Guard operated by the Arizona National Guard Historical Society%comma% Inc. The purpose of the society is to collect%comma% preserve and display the military history of Arizona. The period of military history covers the arrival of the Spanish Conquistadors to the present. The museum strives to be of service to scholars%comma% students%comma% past and present servicemen and women and to the general public. </p>%newline%<p>The Arizona Military Museum has displays of uniforms%comma% vehicles%comma% artillery and miscellaneous mementos from military encounters. As you walk by these displays dating from the Spanish Conquistadors%comma% the Civil War to the Indian and Spanish-American Wars%comma% both World Wars%comma% Korea%comma% Vietnam%comma% Desert Storm%comma% and finally Operation Iraqi Freedom%comma% the scope of Arizona's extensive military history takes shape. </p>%newline%<p>The Arizona National Guard Historical Society's purposes are: ""To enhance the appreciation of the military history of Arizona and the contributions of the Militia of Arizona and the Arizona National Guard to the State of Arizona and to the Nation…"" (Bylaws%comma% Article I%comma% Section 1). To accomplish its purposes%comma% the Historical Society shall strive: ""…to discover and memorialize the history of the Military of Arizona%comma% the Arizona National Guard%comma% and the general military history of Arizona%comma% and to establish and maintain a museum on land leased%comma% owned%comma% or otherwise controlled by the Society."" (Id.). The policy statement states that the Historical Society is ""…to portray events%comma% persons%comma% and other historical information relating to…the military service of Arizonans in wars and other military actions in Arizona and around the world"".</p>%newline%<p>Arizona National Guard Historical Society and Arizona Military Museum The Articles of Incorporation for the Arizona National Guard Historical Society were executed on March 28%comma% 1975. The Historical Society was incorporated on April 25%comma% 1975 with the aforementioned purposes and the added purpose as stated in its policy statement ""…to portray events%comma% persons%comma% and other historical information relating to …the military service of Arizonans in wars and other military actions in Arizona and around the world"". </p>%newline%<p>On July 14%comma% 1978%comma% the Arizona National Guard General Staff dedicated a portion of the old arsenal building for a museum for the Historical Society. In January 1980%comma% officers and directors were elected who were committed to creating the museum. They did most of the demolition and construction to establish the museum. In December 1980%comma% the Adjutant General designated the museum an official permanent historical activity of the Arizona National Guard. In April 1981%comma% the General Staff dedicated the space for the East Room of the museum. On September 12%comma% 1981%comma% the Arizona Military Museum had its grand opening. On July 13%comma% 1999%comma% the Arizona National Guard Historical Society and the Arizona National Guard executed a Memorandum of Understanding reaffirming their historical relationship and mutual support. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%",partner232.jpg,100,100,
233,FALSE,233.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona State Library%comma% Archives and Public Records serves the information needs of Arizona citizens%comma% providing access to unique historical and contemporary resources%comma% including:</p>%newline%<p>Agency staff provides reference services and assistance with in-depth research in subject areas of law%comma% government%comma% genealogy and Arizona history. Additionally%comma% Arizona State Library%comma% Archives and Public Records offers consultant services to public libraries to strengthen county and local library services%comma% and to government agencies of the cities%comma% counties and state to assist in the management and preservation of official records. The Arizona State Library administers and monitors state and federal grants for public libraries and other authorized services. Additionally%comma% the Agency offers special library and information services for the visually and physically disabled and institutionalized residents of Arizona. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner233.jpg,68,126,
234,FALSE,234.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Arizona State Museum is the oldest and largest anthropology museum in the Southwest%comma% established in 1893. Its collections are world renowned in the study and research of the indigenous peoples and lands of the American Southwest and northern Mexico. Its research library holds over 50%comma%000 specialized titles in these subject areas%comma% while its archives houses the papers and field notes of such Southwestern anthropologist legends as Emil Haury%comma% Grenville Goodwin%comma% Edward and Rosamond Spicer%comma% and Clara Lee Tanner.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner234.jpg,40,100,
235,FALSE,235.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Department of Archives and Special Collections at the Arizona State University Libraries is the administrative host for seven archival repositories and special collections primarily documenting the diverse history%comma% arts and cultures of Arizona and the Southwest. Each of the repositories collects current and historical information in a variety of formats including books%comma% periodicals%comma% microforms%comma% photographs%comma% institutional records%comma% personal papers%comma% videotapes and digital information. The department currently preserves and makes accessible over 20%comma%000 linear feet of archival materials%comma% more than one million photographs%comma% and ca. 50%comma%000 monographic titles (including rare books). These materials are stored in three storage areas in Hayden Library and in a state-of-the-art offsite storage facility at the ASU Polytechnic campus. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner235.jpg,28,100,
236,FALSE,236.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Why Arizona? is a multi-year collaboration of archivists from the University of Arizona%comma% Northern Arizona University and Arizona State University to support the forthcoming celebration of the Arizona Centennial in 2012. This digital library provides access to archival materials that tell us stories about how and why people came to Arizona%comma% why they stayed%comma% and why they left - from ancient times to the present. Through the use of archival photos%comma% audio recordings%comma% videos and texts--we will connect with individuals and families who chose Arizona for employment%comma% religious freedom%comma% ethnic communities or recreation.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner236.jpg,26,100,
237,FALSE,237.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Central Arizona Museum Association (CAMA) is a regional organization dedicated to fostering collaboration among museum professionals%comma% encouraging professional development%comma% improving professional practices%comma% and promoting the value of member museums to the greater community.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner237.jpg,39,100,
238,FALSE,238.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Cave Creek Museum is a private non-profit entity founded in 1968. The museum serves approximately 5%comma%000 visitors and residents per year. It serves to preserve the artifacts of the prehistory%comma% history%comma% culture and legacy of the Cave Creek/Carefree foothills area through education%comma% research and interpretive exhibits and programs.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner238.jpg,100,100,
239,FALSE,239.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Office of the City Clerk has played a vital role in the preservation of Glendale's history since it was founded in 1910. V.E. Messinger%comma% the original City Clerk%comma% handed down for future generations a detailed account of the 1%comma%000 person religious farming community that was Glendale in the earlier part of last century. From a time of longhand cursive and leather bound books to the present age of microfilming and electronic records%comma% the Clerk's office has committed itself to recording the actions of the City Council%comma% preserving them as permanent documents%comma% and making them available to the public in an efficient and timely manner.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner239.jpg,75,100,
240,FALSE,240.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Since 1964%comma% Cochise College Libraries have been serving the needs of its students and the community. Cochise College Libraries today include two campus facilities and a presence at the Willcox%comma% Benson%comma% and Nogales Centers. The Charles DiPeso Library on the Douglas campus opened its doors in 1964 and has grown from a small learning resources center to an 18%comma%000 square foot building offering comprehensive library and instructional media services. The Cochise College Library in Sierra Vista first opened in 1974 on a part-time basis in a portable building on the grounds of Buena High School and moved to the newly built Sierra Vista Campus in 1978. In 1985%comma% it moved from a 1%comma%800 square foot space into a 6%comma%600 square foot building that was dedicated and named after Andrea Cracchiolo who donated the land on which the campus was built. The growing needs of the campus and community brought about the planning and building of a 22%comma%000 square foot building that opened in 1995. </p>%newline%<p>The combined collections of the libraries include over 79%comma%000 items in multiple formats including books%comma% periodicals%comma% microfilm%comma% DVDs%comma% CDs%comma% and realia. The Libraries' website offers several electronic databases and access to its online catalog. The Libraries have oversight of the College's interactive television (ITV) system for six sites throughout Cochise and Santa Cruz counties and also manage classroom technologies for the District. Finally%comma% the Libraries provide services to students throughout the world who take online classes through the College.</p>%newline%<p>The mission of the Cochise College Libraries and Instructional Media Services is to provide information and access to information%comma% in a variety of formats%comma% to Cochise College students%comma% faculty%comma% staff%comma% and community patrons. Helping students develop skills to manage information that enhances their learning experience and prepares them for life in an ever-evolving society is a priority. The services support effective teaching and student learning. The staff continues to increase information literacy throughout the College and the Libraries proudly serve as the center of academic information for Cochise County. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner240.jpg,100,145,
241,FALSE,241.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Clerk of the Superior Court is an elected official and part of the judicial branch of government. The clerk keeps the court's records and exhibits%comma% attends each session of court%comma% administers oaths%comma% handles court-controlled accounts%comma% processes appeals and%comma% outside Maricopa and Pima Counties%comma% serves as the Jury Commissioner. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner241.jpg,169,100,
242,FALSE,242.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Cochise County Treasurer is the fiscal custodian of the County and is responsible for the administration and control of cash and securities. The duties involved in this responsibility include tax administration; receipt%comma% deposit and disbursement of cash; supervision of county bank accounts; cash flow projections; investment of funds; debt management of bond issues%comma% lines of credit and registered warrants. The County Treasurer plays a crucial role in county government administration.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner242.jpg,75,100,
243,FALSE,243.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Colossal Cave Mountain Park (CCMP) is a 2%comma%400-acre Pima County park that includes Colossal Cave%comma% a tourist attraction since the 1920s%comma% and the La Posta Quemada Ranch%comma% a working cattle ranch since the 1880s. The park is on the National Register of Historic Places. The park maintains a CCC museum%comma% a research library containing materials about the history of the CCC throughout the country%comma% and photographic archives%comma% with more than three hundred historical CCC images. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner243.jpg,91,100,
244,FALSE,244.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>Founded in 1994%comma% the Deer Valley Rock Art Center has the largest concentration of Native American petroglyphs in the Phoenix Valley. Visitors hike a quarter-mile trail to view over 1%comma%500 petroglyphs made between 500 and 7%comma%000 years ago. Voted a Phoenix Point of Pride%comma% Deer Valley Rock Art Center is a destination for families to learn about archaeology in their own backyard. The museum aims to promote preservation%comma% connection and respect for the site. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner244.jpg,131,100,
245,FALSE,245.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Flagstaff City-Coconino County Public Library has several county branch and affiliate libraries that work directly with our Outreach Department to manage resources and programs. Our branch libraries include the East Flagstaff Community Library%comma% the Coconino County Correctional Facility%comma% the Forest Lakes Community Library%comma% the Tuba City Public Library%comma% and the Grand Canyon Community Library.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner245.jpg,129,100,
246,FALSE,246.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Frank Lloyd Wright Foundation maintains its international headquarters at Taliesin West%comma% in Scottsdale%comma% Arizona. As the organization founded by Wright to be the repository of his life's work and ideas and the first to bear his name%comma% the Foundation is engaged in a broad range of activities to preserve Wright's legacy; provide opportunities for the public to learn about the principle ideas embodied in his work; increase public awareness of the importance of architecture to society and the individual; and stimulate a demand for excellence in architecture and design. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner246.jpg,108,100,
247,FALSE,247.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Desert Jade Woman's Club originated 50 years ago%comma% in 1960%comma% as the Desert Jade Junior Woman's Club in Phoenix%comma% Arizona. Consisting primarily of Asian-American women as a social group in the early days%comma% they decided to drop the age limitation of 35 years for new members on March 4%comma% 1970 and open membership to all ages. In April 1960%comma% the club became a part of the Arizona Federation of Women's Clubs-AFJWC and the General Federation of Women's Clubs (GFWC). </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner247.jpg,94,100,
248,FALSE,248.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Gila County Historical Society was founded in 1955 in order to study%comma% collect%comma% preserve and disseminate the history of Gila County. Its non-profit all-volunteer museum is located in Globe on Highway 60%comma% in the former Globe-Miami Mine Rescue Station that is listed on the National Register of Historic Places. Permanent exhibits include Native American artifacts dating back to 1125 A.D.%comma% Arizona's first Governor George W.P. Hunt's Victorian Room%comma% and a print shop. Other displays depict the histories of mining%comma% early day ranching%comma% and many other aspects of local history. The library contains a fine collection of archival material%comma% books%comma% digital oral histories and photographs. The bookstore offers a variety of local histories for your reading pleasure.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner248.jpg,60,100,
249,FALSE,249.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Gila County Recorder's Office is the department in charge of recording & storing permanent copies of documents for Gila County. Our office maintains a comprehensive set of public records including maps dating back to 1882. These records are easily accessible to members of the public.</p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner249.jpg,101,100,
250,FALSE,250.php has been marked for review (Null partner) (0 Collections),#NAME?,http://azmemory.azlibrary.gov/,%newline%<p> at Arizona Memory Project</p>%newline%<p>The Council serves 2/3 of Arizona and the majority of girls who benefit from Girl Scout programs reside in Maricopa County. The Council also provides programming to girls living in Apache%comma% Coconino%comma% Gila%comma% La Paz%comma% Mohave%comma% Navajo%comma% and Yavapai counties%comma% the northern half of Pinal and Graham counties%comma% the portion of the Navajo Nation that extends into Utah and New Mexico as well as Laughlin%comma% NV and Earp%comma% CA. </p>%newline%<p><strong></strong></p>%newline%<p>Search within the records from this partner:</p>%newline%,partner250.jpg,40,100,
